key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,,id
,,,,,,,,,,,,,FF,,,,,,,,0.5839,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2647,47.20001215,-56.80000728,1,0,0,response3disk,,4,20.00001174,-14.40000665,1,0,0,rectangle,20.00001174,-14.40000665,1,0,0,20.00001174,-14.40000665,1,0,0,0,97,97,13,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9936,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1237,-61.59998947,-31.2000069,1,0,0,response5disk,,2,-23.99998891,-8.800006568,1,0,0,rectangle,-23.99998891,-8.800006568,1,0,0,-23.99998891,-8.800006568,1,0,0,0,98,98,28,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.861,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3522,-52.79998934,-36.00000697,1,0,0,response5disk,,2,31.20001191,3.19999361,1,0,0,rectangle,31.20001191,3.19999361,1,0,0,31.20001191,3.19999361,1,0,0,0,99,99,141,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5499,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,861,-19.19998884,-61.60000736,1,0,0,response5disk,,3,-7.199988663,-16.00000668,1,0,0,rectangle,-7.199988663,-16.00000668,1,0,0,-7.199988663,-16.00000668,1,0,0,0,100,100,45,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5701,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2355,-43.1999892,78.39999473,1,0,0,response7disk,,0,6.400011539,-1.600006461,1,0,0,rectangle,6.400011539,-1.600006461,1,0,0,6.400011539,-1.600006461,1,0,0,0,101,101,96,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4271,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,612,-64.79998952,27.99999398,1,0,0,response7disk,,1,8.000011563,-8.000006557,1,0,0,rectangle,8.000011563,-8.000006557,1,0,0,8.000011563,-8.000006557,1,0,0,0,102,102,131,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.5664,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2299,-43.99998921,-29.60000688,1,0,0,response5disk,,2,-9.599988699,-13.60000664,1,0,0,rectangle,-9.599988699,-13.60000664,1,0,0,-9.599988699,-13.60000664,1,0,0,0,103,103,111,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7151,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2001,-31.19998902,-58.40000731,1,0,0,response5disk,,3,-7.199988663,-12.00000662,1,0,0,rectangle,-7.199988663,-12.00000662,1,0,0,-7.199988663,-12.00000662,1,0,0,0,104,104,107,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6109,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1673,-39.99998915,-22.40000677,1,0,0,response5disk,,2,1.14E-05,4.799993634,1,0,0,rectangle,1.14E-05,4.799993634,1,0,0,1.14E-05,4.799993634,1,0,0,0,105,105,76,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4862,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2053,-51.19998932,34.39999408,1,0,0,response7disk,,1,5.600060356,8.799993694,1,0,0,rectangle,5.600060356,8.799993694,1,0,0,5.600060356,8.799993694,1,0,0,0,106,106,72,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4306,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2427,-29.599989,-24.00000679,1,0,0,response5disk,,2,-3.999988616,4.799993634,1,0,0,rectangle,-3.999988616,4.799993634,1,0,0,-3.999988616,4.799993634,1,0,0,0,107,107,1,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4794,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3831,-35.99998909,-16.80000669,1,0,0,response5disk,,2,-3.999988616,3.999993622,1,0,0,rectangle,-3.999988616,3.999993622,1,0,0,-3.999988616,3.999993622,1,0,0,0,108,108,100,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4236,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3484,-28.79998899,-46.40000713,1,0,0,response5disk,,3,-6.399939823,-0.800006449,1,0,0,rectangle,-6.399939823,-0.800006449,1,0,0,-6.399939823,-0.800006449,1,0,0,0,109,109,40,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3404,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3826,-38.3999403,-17.6000067,1,0,0,response5disk,,2,-8.799988687,2.399993598,1,0,0,rectangle,-8.799988687,2.399993598,1,0,0,-8.799988687,2.399993598,1,0,0,0,110,110,9,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3054,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1390,-91.19998991,44.79999423,1,0,0,response7disk,,1,-4.799988627,2.399993598,1,0,0,rectangle,-4.799988627,2.399993598,1,0,0,-4.799988627,2.399993598,1,0,0,0,111,111,122,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9936,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2244,19.20001173,-16.00000668,1,0,0,response3disk,,5,8.000011563,-6.44E-06,1,0,0,rectangle,8.000011563,-6.44E-06,1,0,0,8.000011563,-6.44E-06,1,0,0,0,112,112,25,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.914,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3979,-17.59998882,-30.40000689,1,0,0,response5disk,,3,-2.399939764,-4.000006497,1,0,0,rectangle,-2.399939764,-4.000006497,1,0,0,-2.399939764,-4.000006497,1,0,0,0,113,113,20,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3199,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3015,-42.39994036,-19.20000672,1,0,0,response5disk,,2,-14.39993994,-1.600006461,1,0,0,rectangle,-14.39993994,-1.600006461,1,0,0,-14.39993994,-1.600006461,1,0,0,0,114,114,50,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9028,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3580,-39.99998915,20.79999387,1,0,0,response7disk,,1,-10.39993988,-0.800006449,1,0,0,rectangle,-87.19998986,43.19996979,1,0,0,2.40001148,3.19999361,1,0,0,0,115,115,8,1,,response7disk_3,TRUE,1,1,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",0.9579,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.8058,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2698,76.00001258,-25.60000682,1,0,0,response3disk,,5,20.80001175,-4.800006509,1,0,0,rectangle,20.80001175,-4.800006509,1,0,0,20.80001175,-4.800006509,1,0,0,0,116,116,82,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9515,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1350,65.60001242,25.59999394,1,0,0,response1disk,,6,37.60006083,5.599993646,1,0,0,rectangle,-45.59998924,77.59999472,1,0,0,8.000011563,7.19999367,1,0,0,0,117,117,11,1,,response7disk_3,TRUE,0,0,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.0695,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,1.5767,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1633,64.80001241,-32.80000693,1,0,0,response3disk,,5,7.200011551,0.799993575,1,0,0,rectangle,7.200011551,0.799993575,1,0,0,7.200011551,0.799993575,1,0,0,0,118,118,135,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0348,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,520,-20.79998887,-60.00000733,1,0,0,response5disk,,3,12.00001162,-1.600006461,1,0,0,rectangle,12.00001162,-1.600006461,1,0,0,12.00001162,-1.600006461,1,0,0,0,119,119,94,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0278,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,112,38.40001202,-59.20000732,1,0,0,response3disk,,4,24.80001181,-2.400006473,1,0,0,rectangle,24.80001181,-2.400006473,1,0,0,24.80001181,-2.400006473,1,0,0,0,120,120,70,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4861,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3702,-23.1999889,-55.20000726,1,0,0,response5disk,,3,11.20001161,-4.000006497,1,0,0,rectangle,11.20001161,-4.000006497,1,0,0,11.20001161,-4.000006497,1,0,0,0,121,121,33,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5837,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2202,-57.59998941,40.79999417,1,0,0,response7disk,,1,3.200011492,9.599993706,1,0,0,rectangle,3.200011492,9.599993706,1,0,0,3.200011492,9.599993706,1,0,0,0,122,122,43,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0486,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,225,24.0000118,-44.8000071,1,0,0,response3disk,,4,23.20001179,9.599993706,1,0,0,rectangle,23.20001179,9.599993706,1,0,0,23.20001179,9.599993706,1,0,0,0,123,123,118,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3473,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,43,36.00001198,-39.20000702,1,0,0,response3disk,,4,15.20001167,-14.40000665,1,0,0,rectangle,15.20001167,-14.40000665,1,0,0,15.20001167,-14.40000665,1,0,0,0,124,124,101,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.917,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2568,34.40001196,14.39999378,1,0,0,response1disk,,6,7.200011551,-3.200006485,1,0,0,rectangle,7.200011551,-3.200006485,1,0,0,7.200011551,-3.200006485,1,0,0,0,125,125,81,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8823,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,437,-37.59998912,-21.60000676,1,0,0,response5disk,,2,-12.79998875,8.799993694,1,0,0,rectangle,-12.79998875,8.799993694,1,0,0,-12.79998875,8.799993694,1,0,0,0,126,126,31,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2477,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3412,-35.19998908,22.3999939,1,0,0,response7disk,,1,-9.599988699,11.99999374,1,0,0,rectangle,-9.599988699,11.99999374,1,0,0,-9.599988699,11.99999374,1,0,0,0,127,127,145,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9308,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4369,-17.59998882,59.19997003,1,0,0,response7disk,,0,0.800011456,0.799993575,1,0,0,rectangle,0.800011456,0.799993575,1,0,0,0.800011456,0.799993575,1,0,0,0,128,128,62,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8884,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,517,51.20001221,31.19996961,1,0,0,response1disk,,6,19.20001173,5.599993646,1,0,0,rectangle,19.20001173,5.599993646,1,0,0,19.20001173,5.599993646,1,0,0,0,129,129,154,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6177,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1871,26.40001184,28.79999399,1,0,0,response1disk,,7,9.600060415,16.79999381,1,0,0,rectangle,9.600060415,16.79999381,1,0,0,9.600060415,16.79999381,1,0,0,0,130,130,5,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4360,-37.59998912,-27.20000684,1,0,0,response5disk,,2,-8.799988687,2.399993598,1,0,0,rectangle,-8.799988687,2.399993598,1,0,0,-8.799988687,2.399993598,1,0,0,0,131,131,112,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4096,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2523,42.40001208,-59.20000732,1,0,0,response3disk,,4,4.800011516,-4.800006509,1,0,0,rectangle,4.800011516,-4.800006509,1,0,0,4.800011516,-4.800006509,1,0,0,0,132,132,91,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.417,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2583,50.4000122,-31.2000069,1,0,0,response3disk,,5,20.80001175,-12.00000662,1,0,0,rectangle,20.80001175,-12.00000662,1,0,0,20.80001175,-12.00000662,1,0,0,0,133,133,69,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6392,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3076,-60.79998946,-33.60000694,1,0,0,response5disk,,2,5.600060356,9.599993706,1,0,0,rectangle,5.600060356,9.599993706,1,0,0,5.600060356,9.599993706,1,0,0,0,134,134,150,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1807,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3434,-58.3999406,32.79999405,1,0,0,response7disk,,1,34.40001196,-0.800006449,1,0,0,rectangle,29.60006071,65.59999454,1,0,0,18.40001172,-3.200006485,1,0,0,0,135,135,6,1,,response1disk_3,TRUE,7,7,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.0482,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,1.9176,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2577,35.20001197,13.59999377,1,0,0,response1disk,,6,7.200011551,-3.200006485,1,0,0,rectangle,7.200011551,-3.200006485,1,0,0,7.200011551,-3.200006485,1,0,0,0,136,136,21,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4793,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1175,-24.79998893,-37.600007,1,0,0,response5disk,,3,4.800011516,-5.600006521,1,0,0,rectangle,4.800011516,-5.600006521,1,0,0,4.800011516,-5.600006521,1,0,0,0,137,137,30,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.2643,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3277,88.80001277,36.79999411,1,0,0,response1disk,,6,2.40001148,-12.00000662,1,0,0,rectangle,2.40001148,-12.00000662,1,0,0,2.40001148,-12.00000662,1,0,0,0,138,138,27,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1108,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1689,27.20001185,-68.00000745,1,0,0,response3disk,,4,20.80001175,-16.80000669,1,0,0,rectangle,20.80001175,-16.80000669,1,0,0,20.80001175,-16.80000669,1,0,0,0,139,139,120,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4444,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2983,39.20001203,-31.2000069,1,0,0,response3disk,,5,8.000011563,-12.80000663,1,0,0,rectangle,8.000011563,-12.80000663,1,0,0,8.000011563,-12.80000663,1,0,0,0,140,140,159,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0279,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3856,-27.99998897,-44.00000709,1,0,0,response5disk,,3,-13.59998876,11.99999374,1,0,0,rectangle,-13.59998876,11.99999374,1,0,0,-13.59998876,11.99999374,1,0,0,0,141,141,157,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6043,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2695,-38.3999403,-19.20000672,1,0,0,response5disk,,2,-14.39993994,3.999993622,1,0,0,rectangle,-14.39993994,3.999993622,1,0,0,-14.39993994,3.999993622,1,0,0,0,142,142,71,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4582,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,714,-47.19998926,21.59999388,1,0,0,response7disk,,1,-10.39993988,7.999993682,1,0,0,rectangle,-10.39993988,7.999993682,1,0,0,-10.39993988,7.999993682,1,0,0,0,143,143,23,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2357,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2135,47.20001215,16.79999381,1,0,0,response1disk,,6,25.60006065,-11.2000066,1,0,0,rectangle,25.60006065,-11.2000066,1,0,0,25.60006065,-11.2000066,1,0,0,0,144,144,24,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5486,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,540,32.80001193,-16.80000669,1,0,0,response3disk,,5,2.40001148,-9.60000658,1,0,0,rectangle,2.40001148,-9.60000658,1,0,0,2.40001148,-9.60000658,1,0,0,0,145,145,93,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9794,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1163,-39.99998915,-30.40000689,1,0,0,response5disk,,2,-14.39993994,-7.200006545,1,0,0,rectangle,-14.39993994,-7.200006545,1,0,0,-14.39993994,-7.200006545,1,0,0,0,146,146,92,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5556,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,749,-68.79998958,-28.00000685,1,0,0,response5disk,,2,-17.59998882,3.999993622,1,0,0,rectangle,-17.59998882,3.999993622,1,0,0,-17.59998882,3.999993622,1,0,0,0,147,147,78,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0626,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3113,-99.19999003,34.39999408,1,0,0,response7disk,,1,-24.79998893,-4.800006509,1,0,0,rectangle,-24.79998893,-4.800006509,1,0,0,-24.79998893,-4.800006509,1,0,0,0,148,148,7,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5903,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1397,-28.79998899,-53.60000724,1,0,0,response5disk,,3,-4.799988627,-1.600006461,1,0,0,rectangle,-4.799988627,-1.600006461,1,0,0,-4.799988627,-1.600006461,1,0,0,0,149,149,51,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4308,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1805,22.40001178,-29.60000688,1,0,0,response3disk,,4,3.200011492,-6.400006533,1,0,0,rectangle,3.200011492,-6.400006533,1,0,0,3.200011492,-6.400006533,1,0,0,0,150,150,46,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3959,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1976,28.80001187,-27.20000684,1,0,0,response3disk,,5,10.4000116,-3.200006485,1,0,0,rectangle,10.4000116,-3.200006485,1,0,0,10.4000116,-3.200006485,1,0,0,0,151,151,63,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0626,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4156,28.00001186,19.19999385,1,0,0,response1disk,,6,2.40001148,-4.000006497,1,0,0,rectangle,2.40001148,-4.000006497,1,0,0,2.40001148,-4.000006497,1,0,0,0,152,152,86,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.5073,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2840,-47.19998926,-18.40000671,1,0,0,response5disk,,2,-9.599988699,-4.800006509,1,0,0,rectangle,-9.599988699,-4.800006509,1,0,0,-9.599988699,-4.800006509,1,0,0,0,153,153,97,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.486,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2387,-27.19998896,-52.80000722,1,0,0,response5disk,,3,-11.19998872,-7.200006545,1,0,0,rectangle,-11.19998872,-7.200006545,1,0,0,-11.19998872,-7.200006545,1,0,0,0,154,154,18,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5558,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4324,-45.59998924,-22.40000677,1,0,0,response5disk,,2,-15.99998879,-6.44E-06,1,0,0,rectangle,-15.99998879,-6.44E-06,1,0,0,-15.99998879,-6.44E-06,1,0,0,0,155,155,61,1,,,,,,,,,,
