key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,,id
,,,,,,,,,,,,,FF,,,,,,,,0.5212,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,181,-51.99998933,19.99999386,1,0,0,response7disk,,1,-16.79998881,-2.400006473,1,0,0,rectangle,-16.79998881,-2.400006473,1,0,0,-16.79998881,-2.400006473,1,0,0,0,156,156,65,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4068,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3768,30.4000119,-51.2000072,1,0,0,response3disk,,4,16.80001169,-14.40000665,1,0,0,rectangle,16.80001169,-14.40000665,1,0,0,16.80001169,-14.40000665,1,0,0,0,157,157,52,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2643,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3867,42.40001208,-20.80000675,1,0,0,response3disk,,5,18.40001172,-4.800006509,1,0,0,rectangle,18.40001172,-4.800006509,1,0,0,18.40001172,-4.800006509,1,0,0,0,158,158,99,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2778,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,512,-99.19999003,-28.00000685,1,0,0,response5disk,,2,8.800011575,-7.200006545,1,0,0,rectangle,8.800011575,-7.200006545,1,0,0,8.800011575,-7.200006545,1,0,0,0,159,159,48,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7671,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1278,-23.1999889,-48.80000716,1,0,0,response5disk,,3,4.800011516,-13.60000664,1,0,0,rectangle,4.800011516,-13.60000664,1,0,0,4.800011516,-13.60000664,1,0,0,1,0,160,149,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9166,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2727,-44.79998922,33.59999406,1,0,0,response7disk,,1,-11.19998872,7.999993682,1,0,0,rectangle,-11.19998872,7.999993682,1,0,0,-11.19998872,7.999993682,1,0,0,1,1,161,91,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5416,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,616,33.60006077,-32.00000691,1,0,0,response3disk,,5,17.60006053,-15.20000666,1,0,0,rectangle,17.60006053,-15.20000666,1,0,0,17.60006053,-15.20000666,1,0,0,1,2,162,126,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5005,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,152,-80.79998976,-32.80000693,1,0,0,response5disk,,2,6.400011539,0.799993575,1,0,0,rectangle,6.400011539,0.799993575,1,0,0,6.400011539,0.799993575,1,0,0,1,3,163,73,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7363,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,79,-51.19998932,97.59999502,1,0,0,response7disk,,0,-7.999988675,-3.200006485,1,0,0,rectangle,-7.999988675,-3.200006485,1,0,0,-7.999988675,-3.200006485,1,0,0,1,4,164,89,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4238,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2534,-39.99998915,22.3999939,1,0,0,response7disk,,1,-5.599988639,9.599993706,1,0,0,rectangle,-5.599988639,9.599993706,1,0,0,-5.599988639,9.599993706,1,0,0,1,5,165,119,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4387,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3697,27.20001185,-23.20000678,1,0,0,response3disk,,5,8.800011575,-10.40000659,1,0,0,rectangle,8.800011575,-10.40000659,1,0,0,8.800011575,-10.40000659,1,0,0,1,6,166,139,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3405,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,697,-17.59998882,-47.20000714,1,0,0,response5disk,,3,1.14E-05,-7.200006545,1,0,0,rectangle,1.14E-05,-7.200006545,1,0,0,1.14E-05,-7.200006545,1,0,0,1,7,167,158,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2432,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1285,26.40001184,-35.20000696,1,0,0,response3disk,,4,8.800011575,-5.600006521,1,0,0,rectangle,8.800011575,-5.600006521,1,0,0,8.800011575,-5.600006521,1,0,0,1,8,168,43,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3327,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2438,40.80001205,20.79999387,1,0,0,response1disk,,6,24.0000118,3.19999361,1,0,0,rectangle,24.0000118,3.19999361,1,0,0,24.0000118,3.19999361,1,0,0,1,9,169,95,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4583,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3693,-79.99998975,29.599994,1,0,0,response7disk,,1,-7.999988675,-4.800006509,1,0,0,rectangle,-7.999988675,-4.800006509,1,0,0,-7.999988675,-4.800006509,1,0,0,1,10,170,71,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6945,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,165,42.40001208,22.3999939,1,0,0,response1disk,,6,25.60006065,14.39999378,1,0,0,rectangle,25.60006065,14.39999378,1,0,0,25.60006065,14.39999378,1,0,0,1,11,171,60,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4376,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3566,33.60006077,-33.60000694,1,0,0,response3disk,,5,14.40001166,-8.800006568,1,0,0,rectangle,14.40001166,-8.800006568,1,0,0,14.40001166,-8.800006568,1,0,0,1,12,172,34,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1274,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1197,28.00001186,-54.40000725,1,0,0,response3disk,,4,11.20001161,-7.200006545,1,0,0,rectangle,11.20001161,-7.200006545,1,0,0,11.20001161,-7.200006545,1,0,0,1,13,173,155,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0774,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3981,-38.3999403,-36.00000697,1,0,0,response5disk,,2,-8.799988687,-15.20000666,1,0,0,rectangle,-8.799988687,-15.20000666,1,0,0,-8.799988687,-15.20000666,1,0,0,1,14,174,136,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6463,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2894,-34.39994024,25.59999394,1,0,0,response7disk,,1,3.200011492,3.19999361,1,0,0,rectangle,3.200011492,3.19999361,1,0,0,3.200011492,3.19999361,1,0,0,1,15,175,101,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5485,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1373,-33.59998906,22.3999939,1,0,0,response7disk,,1,-3.199988604,13.59999377,1,0,0,rectangle,36.80001199,55.19996997,1,0,0,14.40001166,-8.800006568,1,0,0,1,16,176,154,1,,response1disk_3,TRUE,7,7,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",0.8826,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,2.2713,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2741,44.0000121,-18.40000671,1,0,0,response3disk,,5,14.40001166,-12.00000662,1,0,0,rectangle,14.40001166,-12.00000662,1,0,0,14.40001166,-12.00000662,1,0,0,1,17,177,82,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4933,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,766,69.60001248,-45.60000712,1,0,0,response3disk,,5,8.800011575,-8.800006568,1,0,0,rectangle,8.800011575,-8.800006568,1,0,0,8.800011575,-8.800006568,1,0,0,1,18,178,35,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6107,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1677,-25.59998894,56.79999441,1,0,0,response7disk,,0,-2.399939764,8.799993694,1,0,0,rectangle,-2.399939764,8.799993694,1,0,0,-2.399939764,8.799993694,1,0,0,1,19,179,96,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2427,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2279,78.40001261,62.39999449,1,0,0,response1disk,,6,15.20001167,-1.600006461,1,0,0,rectangle,15.20001167,-1.600006461,1,0,0,15.20001167,-1.600006461,1,0,0,1,20,180,11,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3964,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3185,-13.59998876,-41.60000706,1,0,0,response5disk,,3,-0.799988568,-2.400006473,1,0,0,rectangle,-0.799988568,-2.400006473,1,0,0,-0.799988568,-2.400006473,1,0,0,1,21,181,28,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6181,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1916,-53.59998935,-36.00000697,1,0,0,response5disk,,2,-11.19998872,-12.00000662,1,0,0,rectangle,-11.19998872,-12.00000662,1,0,0,-11.19998872,-12.00000662,1,0,0,1,22,182,44,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8263,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1122,-65.59998953,22.3999939,1,0,0,response7disk,,1,-24.79998893,11.19999373,1,0,0,rectangle,-24.79998893,11.19999373,1,0,0,-24.79998893,11.19999373,1,0,0,1,23,183,118,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5559,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,405,50.4000122,-26.40000683,1,0,0,response3disk,,5,9.600060415,-7.200006545,1,0,0,rectangle,-55.19998938,-39.20000702,1,0,0,-0.799988568,-3.200006485,1,0,0,1,24,184,22,1,,response5disk_3,TRUE,2,2,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.6522,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.7017,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3864,-19.19998884,-53.60000724,1,0,0,response5disk,,3,-7.999988675,-3.200006485,1,0,0,rectangle,-7.999988675,-3.200006485,1,0,0,-7.999988675,-3.200006485,1,0,0,1,25,185,100,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5179,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3257,-36.7999891,-43.20000708,1,0,0,response5disk,,3,-7.199988663,-2.400006473,1,0,0,rectangle,-7.199988663,-2.400006473,1,0,0,-7.199988663,-2.400006473,1,0,0,1,26,186,70,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8886,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,210,16.00001168,-57.6000073,1,0,0,response3disk,,4,20.80001175,-3.200006485,1,0,0,rectangle,20.80001175,-3.200006485,1,0,0,20.80001175,-3.200006485,1,0,0,1,27,187,20,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7364,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3623,-48.79998928,-24.80000681,1,0,0,response5disk,,2,-5.599988639,-4.800006509,1,0,0,rectangle,-5.599988639,-4.800006509,1,0,0,-5.599988639,-4.800006509,1,0,0,1,28,188,67,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7638,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1243,-52.79998934,17.59999382,1,0,0,response7disk,,1,-19.99998885,7.999993682,1,0,0,rectangle,-19.99998885,7.999993682,1,0,0,-19.99998885,7.999993682,1,0,0,1,29,189,49,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5628,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1368,-31.99998903,69.5999946,1,0,0,response7disk,,0,-5.599988639,5.599993646,1,0,0,rectangle,-5.599988639,5.599993646,1,0,0,-5.599988639,5.599993646,1,0,0,1,30,190,133,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5625,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2343,-28.79998899,15.19999379,1,0,0,response7disk,,1,-12.79998875,13.59999377,1,0,0,rectangle,-12.79998875,13.59999377,1,0,0,-12.79998875,13.59999377,1,0,0,1,31,191,111,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.667,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2180,32.00001192,-60.00000733,1,0,0,response3disk,,4,-1.59998858,-15.20000666,1,0,0,rectangle,-1.59998858,-15.20000666,1,0,0,-1.59998858,-15.20000666,1,0,0,1,32,192,9,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5273,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2398,-16.79998881,-52.00000721,1,0,0,response5disk,,3,-8.799988687,-1.600006461,1,0,0,rectangle,-8.799988687,-1.600006461,1,0,0,-8.799988687,-1.600006461,1,0,0,1,33,193,24,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3682,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2399,-59.19998944,-21.60000676,1,0,0,response5disk,,2,-18.39994,0.799993575,1,0,0,rectangle,-18.39994,0.799993575,1,0,0,-18.39994,0.799993575,1,0,0,1,34,194,85,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3553,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3832,39.20001203,-30.40000689,1,0,0,response3disk,,5,-2.399939764,3.999993622,1,0,0,rectangle,-2.399939764,3.999993622,1,0,0,-2.399939764,3.999993622,1,0,0,1,35,195,102,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3398,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3677,-19.99998885,-52.00000721,1,0,0,response5disk,,3,-3.999988616,8.799993694,1,0,0,rectangle,-3.999988616,8.799993694,1,0,0,-3.999988616,8.799993694,1,0,0,1,36,196,68,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2756,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2320,-31.19998902,41.59999418,1,0,0,response7disk,,0,-0.799988568,-0.800006449,1,0,0,rectangle,-0.799988568,-0.800006449,1,0,0,-0.799988568,-0.800006449,1,0,0,1,37,197,65,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2852,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3465,45.60006095,20.79999387,1,0,0,response1disk,,6,17.60006053,-0.800006449,1,0,0,rectangle,17.60006053,-0.800006449,1,0,0,17.60006053,-0.800006449,1,0,0,1,38,198,113,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2957,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1283,38.40001202,-15.20000666,1,0,0,response3disk,,5,3.200011492,-8.800006568,1,0,0,rectangle,3.200011492,-8.800006568,1,0,0,3.200011492,-8.800006568,1,0,0,1,39,199,48,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.1701,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1077,-24.79998893,-49.60000718,1,0,0,response5disk,,3,1.600060296,-6.400006533,1,0,0,rectangle,1.600060296,-6.400006533,1,0,0,1.600060296,-6.400006533,1,0,0,1,40,200,72,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.1895,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,462,24.0000118,-52.80000722,1,0,0,response3disk,,4,1.14E-05,-5.600006521,1,0,0,rectangle,1.14E-05,-5.600006521,1,0,0,1.14E-05,-5.600006521,1,0,0,1,41,201,105,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9408,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,939,37.60006083,33.59999406,1,0,0,response1disk,,6,6.400011539,-12.80000663,1,0,0,rectangle,6.400011539,-12.80000663,1,0,0,6.400011539,-12.80000663,1,0,0,1,42,202,129,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6917,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2062,-51.19998932,33.59999406,1,0,0,response7disk,,1,-13.59998876,-4.000006497,1,0,0,rectangle,-13.59998876,-4.000006497,1,0,0,-13.59998876,-4.000006497,1,0,0,1,43,203,58,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7566,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,242,-35.19998908,-42.40000707,1,0,0,response5disk,,3,-3.199988604,-2.400006473,1,0,0,rectangle,-3.199988604,-2.400006473,1,0,0,-3.199988604,-2.400006473,1,0,0,1,44,204,138,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.559,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1977,-37.59998912,-28.00000685,1,0,0,response5disk,,2,-15.99998879,-9.60000658,1,0,0,rectangle,-15.99998879,-9.60000658,1,0,0,-15.99998879,-9.60000658,1,0,0,1,45,205,88,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0276,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,269,-37.59998912,23.19996949,1,0,0,response7disk,,1,-13.59998876,14.39999378,1,0,0,rectangle,-13.59998876,14.39999378,1,0,0,-13.59998876,14.39999378,1,0,0,1,46,206,107,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6105,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3921,36.80001199,-50.40000719,1,0,0,response3disk,,4,11.20001161,-12.80000663,1,0,0,rectangle,11.20001161,-12.80000663,1,0,0,11.20001161,-12.80000663,1,0,0,1,47,207,59,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4309,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,740,-35.99998909,-54.40000725,1,0,0,response5disk,,3,-19.19998884,3.999993622,1,0,0,rectangle,-19.19998884,3.999993622,1,0,0,-19.19998884,3.999993622,1,0,0,1,48,208,94,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4861,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3086,62.40001237,-32.00000691,1,0,0,response3disk,,5,-0.799988568,9.599993706,1,0,0,rectangle,-0.799988568,9.599993706,1,0,0,-0.799988568,9.599993706,1,0,0,1,49,209,46,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7501,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1118,-42.39994036,-18.40000671,1,0,0,response5disk,,2,-20.79998887,-1.600006461,1,0,0,rectangle,-20.79998887,-1.600006461,1,0,0,-20.79998887,-1.600006461,1,0,0,1,50,210,142,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5979,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1452,-25.59998894,77.59999472,1,0,0,response7disk,,0,0.800011456,11.99999374,1,0,0,rectangle,0.800011456,11.99999374,1,0,0,0.800011456,11.99999374,1,0,0,1,51,211,66,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5276,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3295,-67.19998956,35.9999941,1,0,0,response7disk,,1,-23.1999889,0.799993575,1,0,0,rectangle,-23.1999889,0.799993575,1,0,0,-23.1999889,0.799993575,1,0,0,1,52,212,141,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4609,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1320,-45.59998924,-35.20000696,1,0,0,response5disk,,2,-1.59998858,-8.800006568,1,0,0,rectangle,-1.59998858,-8.800006568,1,0,0,-1.59998858,-8.800006568,1,0,0,1,53,213,0,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2916,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3406,-25.59998894,-63.20000738,1,0,0,response5disk,,3,-2.399939764,-5.600006521,1,0,0,rectangle,-2.399939764,-5.600006521,1,0,0,-2.399939764,-5.600006521,1,0,0,1,54,214,8,1,,,,,,,,,,
