key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,2.458185,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1844,32.66668671,-83.33334655,1,0,0,response3disk,,4,-2.666606983,-2.000010788,1,0,0,rectangle,-2.666606983,-2.000010788,1,0,0,3,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-2.666606983,-2.000010788,1,0,0,0,13,13,77,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.666965,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1024,74.66668797,-48.00001216,1,0,0,response3disk,,5,1.333393137,2.666656017,1,0,0,rectangle,1.333393137,2.666656017,1,0,0,0,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",1.333393137,2.666656017,1,0,0,0,14,14,35,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3337,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1351,78.0000214,-52.00001228,1,0,0,response3disk,,5,15.33339355,9.999989569,1,0,0,rectangle,15.33339355,9.999989569,1,0,0,1,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",15.33339355,9.999989569,1,0,0,0,15,15,70,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.500075,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,91,38.00002021,-82.66667986,1,0,0,response3disk,,4,1.9735E-05,2.666656017,1,0,0,rectangle,1.9735E-05,2.666656017,1,0,0,2,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",1.9735E-05,2.666656017,1,0,0,0,16,16,32,1,,,
,,,,,,,,,,,,,FF,,,,,,,,3.104745,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,75,82.6666882,-61.33334589,1,0,0,response3disk,,5,-9.333314538,12.66665632,1,0,0,rectangle,-9.333314538,12.66665632,1,0,0,2,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-9.333314538,12.66665632,1,0,0,0,17,17,114,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.12509,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4294,-33.33331525,-50.66667891,1,0,0,response5disk,,3,-7.333314478,-1.07288E-05,1,0,0,rectangle,-7.333314478,-1.07288E-05,1,0,0,5,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-7.333314478,-1.07288E-05,1,0,0,0,18,18,100,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.583265,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2110,62.66668761,-39.33334523,1,0,0,response3disk,,5,12.00001943,0.666655958,1,0,0,rectangle,12.00001943,0.666655958,1,0,0,0,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",12.00001943,0.666655958,1,0,0,0,19,19,121,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.43757,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,51,58.0000208,-66.0000127,1,0,0,response3disk,,4,3.333393196,7.99998951,1,0,0,rectangle,3.333393196,7.99998951,1,0,0,5,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",3.333393196,7.99998951,1,0,0,0,20,20,45,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.35414,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4324,70.66668785,32.66665691,1,0,0,response1disk,,6,6.000019252,-1.07288E-05,1,0,0,rectangle,6.000019252,-1.07288E-05,1,0,0,1,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",6.000019252,-1.07288E-05,1,0,0,0,21,21,71,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.20927,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4368,-43.99998224,74.66665816,1,0,0,response7disk,,0,2.66668582,-6.666677594,1,0,0,rectangle,2.66668582,-6.666677594,1,0,0,7,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",2.66668582,-6.666677594,1,0,0,0,22,22,104,1,,,
