key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.118595,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2308,63,-36,1,0,0,response3disk,,5,8,8,1,0,0,rectangle,8,8,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",8,8,1,0,0,,1,108,269,0,1,
,,,,,,,,,,,,,FF,,,,,,,,1.235925,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,812,80,32,1,0,0,response1disk,,6,3,6,1,0,0,rectangle,104,-51,1,0,0,response3disk_3,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",22,-2,1,0,0,rectangle,1,109,270,99,1,
,,,,,,,,,,,,,FF,,,,,,,,1.13499,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2422,36,-73,1,0,0,response3disk,,4,5,-6,1,0,0,rectangle,5,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-6,1,0,0,,1,110,271,130,1,
,,,,,,,,,,,,,FF,,,,,,,,0.835275,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4366,-51,102,1,0,0,response7disk,,0,-3,1,1,0,0,rectangle,-3,1,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-3,1,1,0,0,,1,111,272,133,1,
,,,,,,,,,,,,,FF,,,,,,,,3.724115,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2343,55,-46,1,0,0,response3disk,,5,10,-5,1,0,0,rectangle,10,-5,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-5,1,0,0,,1,112,273,51,1,
,,,,,,,,,,,,,FF,,,,,,,,1.00192,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,176,83,32,1,0,0,response1disk,,6,21,3,1,0,0,rectangle,21,3,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",21,3,1,0,0,,1,113,274,57,1,
,,,,,,,,,,,,,FF,,,,,,,,1.95069,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,654,83,-29,1,0,0,response3disk,,5,21,6,1,0,0,rectangle,21,6,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",21,6,1,0,0,,1,114,275,7,1,
,,,,,,,,,,,,,FF,,,,,,,,1.036085,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,329,68,30,1,0,0,response1disk,,6,12,-1,1,0,0,rectangle,12,-1,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,-1,1,0,0,,1,115,276,92,1,
,,,,,,,,,,,,,FF,,,,,,,,3.574045,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2838,65,-45,1,0,0,response3disk,,5,13,-12,1,0,0,rectangle,45,115,1,0,0,response1disk_3,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",8,-8,1,0,0,rectangle,1,116,277,111,1,
,,,,,,,,,,,,,FF,,,,,,,,1.887615,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,16,79,-56,1,0,0,response3disk,,5,-6,-2,1,0,0,rectangle,-6,-2,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-2,1,0,0,,1,117,278,49,1,
,,,,,,,,,,,,,FF,,,,,,,,1.38617,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1803,76,26,1,0,0,response1disk,,6,14,-1,1,0,0,rectangle,14,-1,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",14,-1,1,0,0,,1,118,279,143,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8688,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2374,64,32,1,0,0,response1disk,,6,4,3,1,0,0,rectangle,4,3,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,3,1,0,0,,1,119,280,145,1,
,,,,,,,,,,,,,FF,,,,,,,,1.26932,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,990,30,-77,1,0,0,response3disk,,4,-8,-4,1,0,0,rectangle,-8,-4,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-8,-4,1,0,0,,1,120,281,136,1,
,,,,,,,,,,,,,FF,,,,,,,,1.987145,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2643,88,-63,1,0,0,response3disk,,5,6,-11,1,0,0,rectangle,6,-11,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-11,1,0,0,,1,121,282,27,1,
,,,,,,,,,,,,,FF,,,,,,,,6.14514,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3562,84,-48,1,0,0,response3disk,,5,4,-4,1,0,0,rectangle,4,-4,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,-4,1,0,0,,1,122,283,116,1,
,,,,,,,,,,,,,FF,,,,,,,,1.67019,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3760,32,-86,1,0,0,response3disk,,4,-7,-15,1,0,0,rectangle,-7,-15,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-7,-15,1,0,0,,1,123,284,152,1,
,,,,,,,,,,,,,FF,,,,,,,,1.85372,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1873,83,-48,1,0,0,response3disk,,5,2,-5,1,0,0,rectangle,2,-5,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-5,1,0,0,,1,124,285,62,1,
,,,,,,,,,,,,,FF,,,,,,,,1.069085,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3600,36,-76,1,0,0,response3disk,,4,3,-9,1,0,0,rectangle,3,-9,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-9,1,0,0,,1,125,286,149,1,
,,,,,,,,,,,,,FF,,,,,,,,1.770165,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2791,35,-71,1,0,0,response3disk,,4,-3,-6,1,0,0,rectangle,-3,-6,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-3,-6,1,0,0,,1,126,287,134,1,
,,,,,,,,,,,,,FF,,,,,,,,0.968585,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1298,-68,46,1,0,0,response7disk,,1,-9,-2,1,0,0,rectangle,-9,-2,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,-2,1,0,0,,1,127,288,30,1,
,,,,,,,,,,,,,FF,,,,,,,,2.521575,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2271,73,-54,1,0,0,response3disk,,5,10,-5,1,0,0,rectangle,10,-5,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-5,1,0,0,,1,128,289,157,1,
,,,,,,,,,,,,,FF,,,,,,,,1.05195,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1946,38,-67,1,0,0,response3disk,,4,1,6,1,0,0,rectangle,1,6,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,6,1,0,0,,1,129,290,140,1,
,,,,,,,,,,,,,FF,,,,,,,,1.72004,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,635,72,-60,1,0,0,response3disk,,5,9,-17,1,0,0,rectangle,9,-17,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-17,1,0,0,,1,130,291,160,1,
,,,,,,,,,,,,,FF,,,,,,,,1.46954,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3850,-40,-78,1,0,0,response5disk,,3,-1,-11,1,0,0,rectangle,-1,-11,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-1,-11,1,0,0,,1,131,292,117,1,
,,,,,,,,,,,,,FF,,,,,,,,1.570145,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4090,39,-83,1,0,0,response3disk,,4,3,-10,1,0,0,rectangle,3,-10,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-10,1,0,0,,1,132,293,41,1,
,,,,,,,,,,,,,FF,,,,,,,,1.118475,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4225,-66,-28,1,0,0,response5disk,,4,-13,-3,1,0,0,rectangle,-13,-3,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-13,-3,1,0,0,,1,133,294,109,1,
,,,,,,,,,,,,,FF,,,,,,,,1.152285,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,808,-65,33,1,0,0,response7disk,,1,3,-11,1,0,0,rectangle,3,-11,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-11,1,0,0,,1,134,295,95,1,
,,,,,,,,,,,,,FF,,,,,,,,2.08739,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2776,-33,-71,1,0,0,response5disk,,3,-4,-5,1,0,0,rectangle,-4,-5,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-4,-5,1,0,0,,1,135,296,94,1,
,,,,,,,,,,,,,FF,,,,,,,,0.901435,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4365,-41,88,1,0,0,response7disk,,0,0,2,1,0,0,rectangle,0,2,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,2,1,0,0,,1,136,297,147,1,
,,,,,,,,,,,,,FF,,,,,,,,3.57352,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1814,30,-70,1,0,0,response3disk,,4,4,-7,1,0,0,rectangle,4,-7,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,-7,1,0,0,,1,137,298,93,1,
,,,,,,,,,,,,,FF,,,,,,,,1.402885,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,705,80,-47,1,0,0,response3disk,,5,9,-8,1,0,0,rectangle,9,-8,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-8,1,0,0,,1,138,299,71,1,
,,,,,,,,,,,,,FF,,,,,,,,0.968515,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1907,70,-32,1,0,0,response3disk,,5,13,-7,1,0,0,rectangle,13,-7,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",13,-7,1,0,0,,1,139,300,141,1,
,,,,,,,,,,,,,FF,,,,,,,,2.82219,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,422,99,-45,1,0,0,response3disk,,5,22,-4,1,0,0,rectangle,22,-4,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",22,-4,1,0,0,,1,140,301,10,1,
,,,,,,,,,,,,,FF,,,,,,,,0.95173,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3363,84,38,1,0,0,response1disk,,6,7,8,1,0,0,rectangle,7,8,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,8,1,0,0,,1,141,302,129,1,
,,,,,,,,,,,,,FF,,,,,,,,0.81818,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,318,92,40,1,0,0,response1disk,,6,26,6,1,0,0,rectangle,26,6,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",26,6,1,0,0,,1,142,303,11,1,
,,,,,,,,,,,,,FF,,,,,,,,1.30263,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1131,-42,66,1,0,0,response7disk,,0,0,0,1,0,0,rectangle,0,0,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,0,1,0,0,,1,143,304,101,1,
,,,,,,,,,,,,,FF,,,,,,,,2.755525,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1683,-61,-90,1,0,0,response5disk,,3,-4,-4,1,0,0,rectangle,-4,-4,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-4,-4,1,0,0,,1,144,305,98,1,
,,,,,,,,,,,,,FF,,,,,,,,2.454455,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3403,54,-34,1,0,0,response3disk,,5,5,-1,1,0,0,rectangle,5,-1,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-1,1,0,0,,1,145,306,9,1,
,,,,,,,,,,,,,FF,,,,,,,,1.586525,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1065,-36,-72,1,0,0,response5disk,,3,-5,-8,1,0,0,rectangle,-5,-8,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-8,1,0,0,,1,146,307,4,1,
,,,,,,,,,,,,,FF,,,,,,,,1.24945,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1927,69,-44,1,0,0,response3disk,,5,9,-12,1,0,0,rectangle,9,-12,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-12,1,0,0,,1,147,308,87,1,
,,,,,,,,,,,,,FF,,,,,,,,1.52273,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,667,45,-67,1,0,0,response3disk,,4,13,-5,1,0,0,rectangle,13,-5,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",13,-5,1,0,0,,1,148,309,153,1,
,,,,,,,,,,,,,FF,,,,,,,,1.887765,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4194,61,-38,1,0,0,response3disk,,5,7,-2,1,0,0,rectangle,7,-2,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-2,1,0,0,,1,149,310,18,1,
,,,,,,,,,,,,,FF,,,,,,,,1.599795,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2270,59,-41,1,0,0,response3disk,,5,10,-9,1,0,0,rectangle,10,-9,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-9,1,0,0,,1,150,311,148,1,
,,,,,,,,,,,,,FF,,,,,,,,1.06474,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2913,74,29,1,0,0,response1disk,,6,17,3,1,0,0,rectangle,17,3,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",17,3,1,0,0,,1,151,312,8,1,
,,,,,,,,,,,,,FF,,,,,,,,1.33625,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2233,-40,68,1,0,0,response7disk,,0,5,0,1,0,0,rectangle,5,0,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,0,1,0,0,,1,152,313,113,1,
,,,,,,,,,,,,,FF,,,,,,,,0.94809,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2519,86,37,1,0,0,response1disk,,6,12,7,1,0,0,rectangle,12,7,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,7,1,0,0,,1,153,314,64,1,
,,,,,,,,,,,,,FF,,,,,,,,1.87428,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,792,60,-42,1,0,0,response3disk,,5,20,-2,1,0,0,rectangle,20,-2,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",20,-2,1,0,0,,1,154,315,31,1,
,,,,,,,,,,,,,FF,,,,,,,,1.60759,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3210,-72,-38,1,0,0,response5disk,,5,4,-3,1,0,0,rectangle,4,-3,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,-3,1,0,0,,1,155,316,76,1,
